X,Y,Index_,event_unique_id,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,reportedyear,reportedmonth,reportedday,reporteddayofyear,reporteddayofweek,reportedhour,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,MCI,Division,Hood_ID,Neighbourhood,Long,Lat,ObjectId
-79.400444,43.7163773,158755,GO-20182075093,2018-11-10T15:24:00.000Z,2018-11-10T15:24:00.000Z,Commercial,1420,100,Assault With Weapon,2018,November,10,314,Saturday  ,15,2018,November,10,314,Saturday  ,15,Assault,D53,99,Mount Pleasant East (99),-79.400444,43.7163773,158864
-79.3780899,43.7167206,156724,GO-20191697324,2019-09-05T00:01:00.000Z,2019-09-05T09:59:00.000Z,Commercial,2120,200,B&E,2019,September,5,248,Thursday  ,9,2019,September,5,248,Thursday  ,0,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3780899,43.7167206,156440
-79.3602753,43.7185898,156771,GO-2018839197,2018-05-09T20:00:00.000Z,2018-05-10T02:07:00.000Z,Outside,1470,100,Crim Negligence Bodily Harm,2018,May,10,130,Thursday  ,2,2018,May,9,129,Wednesday ,20,Assault,D53,56,Leaside-Bennington (56),-79.3602753,43.7185898,156487
-79.3602753,43.7185898,156772,GO-2018839197,2018-05-09T20:00:00.000Z,2018-05-10T02:07:00.000Z,Outside,1470,100,Crim Negligence Bodily Harm,2018,May,10,130,Thursday  ,2,2018,May,9,129,Wednesday ,20,Assault,D53,56,Leaside-Bennington (56),-79.3602753,43.7185898,156488
-79.3926697,43.714984899999983,157069,GO-20192103778,2019-10-01T00:00:00.000Z,2019-10-31T17:00:00.000Z,Outside,1420,110,Assault Bodily Harm,2019,October,31,304,Thursday  ,17,2019,October,1,274,Tuesday   ,0,Assault,D53,99,Mount Pleasant East (99),-79.3926697,43.7149849,157737
-79.3926697,43.714984899999983,157070,GO-20192103778,2019-10-01T00:00:00.000Z,2019-10-31T17:00:00.000Z,Outside,1430,100,Assault,2019,October,31,304,Thursday  ,17,2019,October,1,274,Tuesday   ,0,Assault,D53,99,Mount Pleasant East (99),-79.3926697,43.7149849,157738
-79.3598251,43.7146072,155768,GO-20182226474,2018-11-16T09:00:00.000Z,2018-12-04T10:22:00.000Z,Apartment,2120,200,B&E,2018,December,4,338,Tuesday   ,10,2018,November,16,320,Friday    ,9,Break and Enter,D53,56,Leaside-Bennington (56),-79.3598251,43.7146072,155246
-79.3779221,43.7217369,155622,GO-2019392523,2019-03-03T03:00:00.000Z,2019-03-03T03:49:00.000Z,Outside,1430,100,Assault,2019,March,3,62,Sunday    ,3,2019,March,3,62,Sunday    ,3,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,155410
-79.4002304,43.7154579,155692,GO-20192399953,2019-12-13T05:00:00.000Z,2019-12-13T07:57:00.000Z,Commercial,2120,200,B&E,2019,December,13,347,Friday    ,7,2019,December,13,347,Friday    ,5,Break and Enter,D53,103,Lawrence Park South (103),-79.4002304,43.7154579,155480
-79.379493699999983,43.7237129,155985,GO-20191047157,2019-06-07T08:45:00.000Z,2019-06-07T12:04:00.000Z,Outside,1430,100,Assault,2019,June,7,158,Friday    ,12,2019,June,7,158,Friday    ,8,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3794937,43.7237129,155584
-79.3718338,43.7179604,155560,GO-20181316357,2018-07-06T00:00:00.000Z,2018-07-19T08:11:00.000Z,Other,1430,100,Assault,2018,July,19,200,Thursday  ,8,2018,July,6,187,Friday    ,0,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3718338,43.7179604,155893
-79.3864746,43.7194633,162847,GO-20191067654,2019-06-07T14:30:00.000Z,2019-06-10T12:51:00.000Z,Other,2120,200,B&E,2019,June,10,161,Monday    ,12,2019,June,7,158,Friday    ,14,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3864746,43.7194633,162182
-79.3779221,43.7217369,162893,GO-20192231247,2019-11-19T01:06:00.000Z,2019-11-19T01:06:00.000Z,Other,1450,100,Discharge Firearm - Recklessly,2019,November,19,323,Tuesday   ,1,2019,November,19,323,Tuesday   ,1,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,162228
-79.3898773,43.7246017,162053,GO-2019197058,2019-01-31T17:00:00.000Z,2019-01-31T19:13:00.000Z,House,2120,200,B&E,2019,January,31,31,Thursday  ,19,2019,January,31,31,Thursday  ,17,Break and Enter,D53,103,Lawrence Park South (103),-79.3898773,43.7246017,162752
-79.385459899999987,43.7196579,154744,GO-20181843044,2018-10-05T14:20:00.000Z,2018-10-05T16:58:00.000Z,House,2120,200,B&E,2018,October,5,278,Friday    ,16,2018,October,5,278,Friday    ,14,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3854599,43.7196579,154616
-79.4015961,43.7219734,165721,GO-20182110,2018-01-01T06:52:00.000Z,2018-01-01T08:01:00.000Z,Commercial,2120,200,B&E,2018,January,1,1,Monday    ,8,2018,January,1,1,Monday    ,6,Break and Enter,D53,103,Lawrence Park South (103),-79.4015961,43.7219734,165170
-79.3779221,43.7217369,165758,GO-2018156561,2018-01-25T15:00:00.000Z,2018-01-25T15:15:00.000Z,Other,1430,100,Assault,2018,January,25,25,Thursday  ,15,2018,January,25,25,Thursday  ,15,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,165207
-79.3892517,43.7236824,151646,GO-2019506179,2019-03-20T14:19:00.000Z,2019-03-20T14:44:00.000Z,House,2120,200,B&E,2019,March,20,79,Wednesday ,14,2019,March,20,79,Wednesday ,14,Break and Enter,D53,103,Lawrence Park South (103),-79.3892517,43.7236824,151065
-79.387443499999989,43.7215919,151177,GO-20182386282,2018-12-30T18:18:00.000Z,2018-12-30T19:59:00.000Z,House,2120,200,B&E,2018,December,30,364,Sunday    ,19,2018,December,30,364,Sunday    ,18,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3874435,43.7215919,151259
-79.3949432,43.7203979,151718,GO-2019219376,2019-02-03T18:40:00.000Z,2019-02-05T09:40:00.000Z,House,2120,200,B&E,2019,February,5,36,Tuesday   ,9,2019,February,3,34,Sunday    ,18,Break and Enter,D53,103,Lawrence Park South (103),-79.3949432,43.7203979,151304
-79.3926697,43.714984899999983,151924,GO-2019466718,2019-03-14T00:01:00.000Z,2019-03-14T16:30:00.000Z,House,2120,200,B&E,2019,March,14,73,Thursday  ,16,2019,March,14,73,Thursday  ,0,Break and Enter,D53,99,Mount Pleasant East (99),-79.3926697,43.7149849,151418
-79.4002304,43.7154579,151532,GO-2018159386,2018-01-26T00:28:00.000Z,2018-01-26T01:05:00.000Z,Commercial,2120,220,B&E W'Intent,2018,January,26,26,Friday    ,1,2018,January,26,26,Friday    ,0,Break and Enter,D53,103,Lawrence Park South (103),-79.4002304,43.7154579,151619
-79.4008179,43.7220764,151050,GO-20181256114,2018-07-09T00:01:00.000Z,2018-07-10T11:43:00.000Z,House,2120,200,B&E,2018,July,10,191,Tuesday   ,11,2018,July,9,190,Monday    ,0,Break and Enter,D53,103,Lawrence Park South (103),-79.4008179,43.7220764,151950
-79.4000397,43.7145691,164841,GO-2018333032,2018-02-21T10:15:00.000Z,2018-02-21T21:57:00.000Z,House,2120,200,B&E,2018,February,21,52,Wednesday ,21,2018,February,21,52,Wednesday ,10,Break and Enter,D53,103,Lawrence Park South (103),-79.4000397,43.7145691,164411
-79.400444,43.7163773,164246,GO-20192280478,2019-11-25T19:30:00.000Z,2019-11-26T10:48:00.000Z,Commercial,2120,220,B&E W'Intent,2019,November,26,330,Tuesday   ,10,2019,November,25,329,Monday    ,19,Break and Enter,D53,103,Lawrence Park South (103),-79.400444,43.7163773,164946
-79.3779221,43.7217369,160287,GO-2018659416,2018-04-13T04:05:00.000Z,2018-04-13T05:14:00.000Z,Other,1420,100,Assault With Weapon,2018,April,13,103,Friday    ,5,2018,April,13,103,Friday    ,4,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,160109
-79.3986664,43.7230873,160142,GO-2018271339,2018-02-12T13:00:00.000Z,2018-02-12T13:15:00.000Z,House,2120,200,B&E,2018,February,12,43,Monday    ,13,2018,February,12,43,Monday    ,13,Break and Enter,D53,103,Lawrence Park South (103),-79.3986664,43.7230873,160589
-79.3779221,43.7217369,168922,GO-2019140624,2019-01-22T07:00:00.000Z,2019-01-23T12:09:00.000Z,Other,1430,100,Assault,2019,January,23,23,Wednesday ,12,2019,January,22,22,Tuesday   ,7,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,168415
-79.403572100000019,43.7248459,168967,GO-20181687867,2018-09-12T04:00:00.000Z,2018-09-12T04:39:00.000Z,Commercial,1610,200,Robbery - Mugging,2018,September,12,255,Wednesday ,4,2018,September,12,255,Wednesday ,4,Robbery,D32,105,Lawrence Park North (105),-79.4035721,43.7248459,168465
-79.403572100000019,43.7248459,168783,GO-20191679637,2019-09-02T18:26:00.000Z,2019-09-02T18:36:00.000Z,Outside,1420,100,Assault With Weapon,2019,September,2,245,Monday    ,18,2019,September,2,245,Monday    ,18,Assault,D32,105,Lawrence Park North (105),-79.4035721,43.7248459,168732
-79.403572100000019,43.7248459,168784,GO-20191679637,2019-09-02T18:26:00.000Z,2019-09-02T18:36:00.000Z,Outside,1420,100,Assault With Weapon,2019,September,2,245,Monday    ,18,2019,September,2,245,Monday    ,18,Assault,D32,105,Lawrence Park North (105),-79.4035721,43.7248459,168733
-79.3602753,43.7185898,168797,GO-2019822634,2019-05-06T16:30:00.000Z,2019-05-07T15:24:00.000Z,Outside,1430,100,Assault,2019,May,7,127,Tuesday   ,15,2019,May,6,126,Monday    ,16,Assault,D53,56,Leaside-Bennington (56),-79.3602753,43.7185898,168746
-79.3939972,43.7226715,159530,GO-20181025861,2018-06-01T02:00:00.000Z,2018-06-06T16:31:00.000Z,House,2120,200,B&E,2018,June,6,157,Wednesday ,16,2018,June,1,152,Friday    ,2,Break and Enter,D53,103,Lawrence Park South (103),-79.3939972,43.7226715,159209
-79.4006271,43.7172546,159542,GO-2019690936,2019-04-17T05:08:00.000Z,2019-04-17T05:40:00.000Z,Commercial,2120,200,B&E,2019,April,17,107,Wednesday ,5,2019,April,17,107,Wednesday ,5,Break and Enter,D53,103,Lawrence Park South (103),-79.4006271,43.7172546,159221
-79.403572100000019,43.7248459,159814,GO-2019584545,2019-04-01T11:17:00.000Z,2019-04-01T13:34:00.000Z,Outside,1430,100,Assault,2019,April,1,91,Monday    ,13,2019,April,1,91,Monday    ,11,Assault,D32,105,Lawrence Park North (105),-79.4035721,43.7248459,159290
-79.4011383,43.7195511,159643,GO-2019534081,2019-03-24T16:51:00.000Z,2019-03-24T20:42:00.000Z,Apartment,2120,220,B&E W'Intent,2019,March,24,83,Sunday    ,20,2019,March,24,83,Sunday    ,16,Break and Enter,D53,103,Lawrence Park South (103),-79.4011383,43.7195511,159604
-79.3988724,43.7220459,169706,GO-20182203685,2018-11-30T12:25:00.000Z,2018-11-30T18:58:00.000Z,House,2120,200,B&E,2018,November,30,334,Friday    ,18,2018,November,30,334,Friday    ,12,Break and Enter,D53,103,Lawrence Park South (103),-79.3988724,43.7220459,169010
-79.3996201,43.7218094,169945,GO-20182021837,2018-11-01T19:30:00.000Z,2018-11-02T12:05:00.000Z,House,2120,200,B&E,2018,November,2,306,Friday    ,12,2018,November,1,305,Thursday  ,19,Break and Enter,D53,103,Lawrence Park South (103),-79.3996201,43.7218094,169413
-79.4000397,43.7145691,169849,GO-20182328551,2018-12-20T03:57:00.000Z,2018-12-20T07:56:00.000Z,Commercial,2120,200,B&E,2018,December,20,354,Thursday  ,7,2018,December,20,354,Thursday  ,3,Break and Enter,D53,99,Mount Pleasant East (99),-79.4000397,43.7145691,169778
-79.4024048,43.7149925,163865,GO-20191884923,2019-09-23T18:00:00.000Z,2019-10-01T11:17:00.000Z,House,2120,200,B&E,2019,October,1,274,Tuesday   ,11,2019,September,23,266,Monday    ,18,Break and Enter,D53,103,Lawrence Park South (103),-79.4024048,43.7149925,163312
-79.400444,43.7163773,163409,GO-20192172285,2019-11-09T18:30:00.000Z,2019-11-10T09:49:00.000Z,Commercial,2120,200,B&E,2019,November,10,314,Sunday    ,9,2019,November,9,313,Saturday  ,18,Break and Enter,D53,103,Lawrence Park South (103),-79.400444,43.7163773,163358
-79.3939209,43.7247925,163610,GO-20192305074,2019-11-27T14:00:00.000Z,2019-11-29T15:35:00.000Z,House,2120,200,B&E,2019,November,29,333,Friday    ,15,2019,November,27,331,Wednesday ,14,Break and Enter,D53,103,Lawrence Park South (103),-79.3939209,43.7247925,163365
-79.4024048,43.7149925,163478,GO-20192225035,2019-11-18T04:35:00.000Z,2019-11-18T04:35:00.000Z,House,2120,200,B&E,2019,November,18,322,Monday    ,4,2019,November,18,322,Monday    ,4,Break and Enter,D53,103,Lawrence Park South (103),-79.4024048,43.7149925,163437
-79.3749084,43.7152672,163338,GO-20192012029,2019-10-08T09:00:00.000Z,2019-10-18T20:51:00.000Z,House,2130,210,Theft Over,2019,October,18,291,Friday    ,20,2019,October,8,281,Tuesday   ,9,Theft Over,D53,56,Leaside-Bennington (56),-79.3749084,43.7152672,163603
-79.3779221,43.7217369,166454,GO-20182116986,2018-11-17T06:25:00.000Z,2018-11-17T06:39:00.000Z,Other,1420,100,Assault With Weapon,2018,November,17,321,Saturday  ,6,2018,November,17,321,Saturday  ,6,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,166062
-79.3779221,43.7217369,166455,GO-20182116986,2018-11-17T06:25:00.000Z,2018-11-17T06:39:00.000Z,Other,1420,100,Assault With Weapon,2018,November,17,321,Saturday  ,6,2018,November,17,321,Saturday  ,6,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,166063
-79.3592606,43.717308,166618,GO-20182116762,2018-11-17T04:45:00.000Z,2018-11-17T05:07:00.000Z,House,1430,100,Assault,2018,November,17,321,Saturday  ,5,2018,November,17,321,Saturday  ,4,Assault,D53,56,Leaside-Bennington (56),-79.3592606,43.717308,166145
-79.3779221,43.7217369,166929,GO-20182352579,2018-12-24T08:00:00.000Z,2018-12-24T09:30:00.000Z,Other,1461,100,Assault Peace Officer Wpn/Cbh,2018,December,24,358,Monday    ,9,2018,December,24,358,Monday    ,8,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,166594
-79.3779221,43.7217369,166930,GO-20182352579,2018-12-24T08:00:00.000Z,2018-12-24T09:30:00.000Z,Other,1461,100,Assault Peace Officer Wpn/Cbh,2018,December,24,358,Monday    ,9,2018,December,24,358,Monday    ,8,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,166661
-79.3796234,43.7243309,174209,GO-20181281007,2018-07-13T23:30:00.000Z,2018-07-13T23:31:00.000Z,Other,2130,210,Theft Over,2018,July,13,194,Friday    ,23,2018,July,13,194,Friday    ,23,Theft Over,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3796234,43.7243309,174009
-79.4006271,43.7172546,174309,GO-2019321297,2019-02-20T03:55:00.000Z,2019-02-20T09:37:00.000Z,Commercial,2120,200,B&E,2019,February,20,51,Wednesday ,9,2019,February,20,51,Wednesday ,3,Break and Enter,D53,103,Lawrence Park South (103),-79.4006271,43.7172546,174109
-79.4002304,43.7154579,175673,GO-2019282296,2019-02-14T04:33:00.000Z,2019-02-14T04:33:00.000Z,Commercial,2120,200,B&E,2019,February,14,45,Thursday  ,4,2019,February,14,45,Thursday  ,4,Break and Enter,D53,99,Mount Pleasant East (99),-79.4002304,43.7154579,175311
-79.3836212,43.720031699999986,175168,GO-20182139867,2018-11-20T16:30:00.000Z,2018-11-20T19:19:00.000Z,House,2120,200,B&E,2018,November,20,324,Tuesday   ,19,2018,November,20,324,Tuesday   ,16,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3836212,43.7200317,175629
-79.387443499999989,43.7215919,177035,GO-20192265335,2019-11-23T15:00:00.000Z,2019-11-23T22:07:00.000Z,House,2120,200,B&E,2019,November,23,327,Saturday  ,22,2019,November,23,327,Saturday  ,15,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3874435,43.7215919,177864
-79.389328,43.7205696,172683,GO-2018774946,2018-04-30T13:00:00.000Z,2018-05-01T15:04:00.000Z,Other,1430,100,Assault,2018,May,1,121,Tuesday   ,15,2018,April,30,120,Monday    ,13,Assault,D53,103,Lawrence Park South (103),-79.389328,43.7205696,172117
-79.3779221,43.7217369,172034,GO-2018509515,2018-03-20T23:03:00.000Z,2018-03-20T23:23:00.000Z,Other,1430,100,Assault,2018,March,20,79,Tuesday   ,23,2018,March,20,79,Tuesday   ,23,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,172423
-79.4002304,43.7154579,172050,GO-201848277,2018-01-08T23:20:00.000Z,2018-01-08T23:21:00.000Z,Commercial,2120,200,B&E,2018,January,8,8,Monday    ,23,2018,January,8,8,Monday    ,23,Break and Enter,D53,103,Lawrence Park South (103),-79.4002304,43.7154579,172439
-79.3779221,43.7217369,172586,GO-2018592237,2018-03-31T00:00:00.000Z,2018-04-02T23:00:00.000Z,Commercial,1410,100,Aggravated Assault,2018,April,2,92,Monday    ,23,2018,March,31,90,Saturday  ,0,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,172563
-79.3601761,43.7154884,172459,GO-20181110039,2018-05-29T15:00:00.000Z,2018-06-18T20:15:00.000Z,Apartment,2130,200,Theft From Mail / Bag / Key,2018,June,18,169,Monday    ,20,2018,May,29,149,Tuesday   ,15,Theft Over,D53,56,Leaside-Bennington (56),-79.3601761,43.7154884,172617
-79.3779221,43.7217369,172135,GO-2018586006,2018-04-01T22:00:00.000Z,2018-04-01T22:04:00.000Z,Other,1430,100,Assault,2018,April,1,91,Sunday    ,22,2018,April,1,91,Sunday    ,22,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,172771
-79.365135200000012,43.7144508,172389,GO-2018635995,2017-10-01T12:00:00.000Z,2018-04-10T19:19:00.000Z,House,2130,210,Theft Over,2018,April,10,100,Tuesday   ,19,2017,October,1,274,Sunday    ,12,Theft Over,D53,56,Leaside-Bennington (56),-79.3651352,43.7144508,172912
-79.389328,43.7205696,170400,GO-20191385937,2019-07-23T10:45:00.000Z,2019-07-23T19:02:00.000Z,Other,2120,200,B&E,2019,July,23,204,Tuesday   ,19,2019,July,23,204,Tuesday   ,10,Break and Enter,D53,103,Lawrence Park South (103),-79.389328,43.7205696,170103
-79.3592606,43.717308,170204,GO-2019862008,2019-05-12T07:00:00.000Z,2019-05-12T07:32:00.000Z,Outside,1430,100,Assault,2019,May,12,132,Sunday    ,7,2019,May,12,132,Sunday    ,7,Assault,D53,56,Leaside-Bennington (56),-79.3592606,43.717308,170355
-79.3864746,43.7194633,170157,GO-2019875895,2019-04-29T00:00:00.000Z,2019-05-14T13:00:00.000Z,Other,1430,100,Assault,2019,May,14,134,Tuesday   ,13,2019,April,29,119,Monday    ,0,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3864746,43.7194633,170592
-79.375656100000015,43.7172012,170222,GO-2019927876,2019-05-21T17:34:00.000Z,2019-05-21T17:34:00.000Z,House,1610,140,Robbery - Vehicle Jacking,2019,May,21,141,Tuesday   ,17,2019,May,21,141,Tuesday   ,17,Robbery,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3756561,43.7172012,170743
-79.375656100000015,43.7172012,170223,GO-2019927876,2019-05-21T17:34:00.000Z,2019-05-21T17:34:00.000Z,House,1430,100,Assault,2019,May,21,141,Tuesday   ,17,2019,May,21,141,Tuesday   ,17,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3756561,43.7172012,170747
-79.3833694,43.7180099,180708,GO-20192206040,2019-11-15T09:14:00.000Z,2019-11-15T09:30:00.000Z,House,2120,200,B&E,2019,November,15,319,Friday    ,9,2019,November,15,319,Friday    ,9,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3833694,43.7180099,180229
-79.4001083,43.7149506,180278,GO-20191305834,2019-07-12T18:59:00.000Z,2019-07-12T18:59:00.000Z,Outside,1430,100,Assault,2019,July,12,193,Friday    ,18,2019,July,12,193,Friday    ,18,Assault,D53,103,Lawrence Park South (103),-79.4001083,43.7149506,180455
-79.3623199,43.7140923,171252,GO-20192521235,2019-12-31T19:53:00.000Z,2019-12-31T19:53:00.000Z,Outside,1610,100,Robbery With Weapon,2019,December,31,365,Tuesday   ,19,2019,December,31,365,Tuesday   ,19,Robbery,D53,56,Leaside-Bennington (56),-79.3623199,43.7140923,171403
-79.4001083,43.7149506,179991,GO-20191305834,2019-07-12T18:59:00.000Z,2019-07-12T18:59:00.000Z,Outside,1430,100,Assault,2019,July,12,193,Friday    ,18,2019,July,12,193,Friday    ,18,Assault,D53,103,Lawrence Park South (103),-79.4001083,43.7149506,179991
-79.4012604,43.7194862,176601,GO-20191982659,2019-10-14T10:30:00.000Z,2019-10-14T10:30:00.000Z,Outside,1610,180,Robbery - Swarming,2019,October,14,287,Monday    ,10,2019,October,14,287,Monday    ,10,Robbery,D53,103,Lawrence Park South (103),-79.4012604,43.7194862,176059
-79.4012604,43.7194862,176599,GO-20191982659,2019-10-14T10:30:00.000Z,2019-10-14T10:30:00.000Z,Outside,1610,180,Robbery - Swarming,2019,October,14,287,Monday    ,10,2019,October,14,287,Monday    ,10,Robbery,D53,103,Lawrence Park South (103),-79.4012604,43.7194862,176105
-79.4012604,43.7194862,176600,GO-20191982659,2019-10-14T10:30:00.000Z,2019-10-14T10:30:00.000Z,Outside,1610,180,Robbery - Swarming,2019,October,14,287,Monday    ,10,2019,October,14,287,Monday    ,10,Robbery,D53,103,Lawrence Park South (103),-79.4012604,43.7194862,176106
-79.4012604,43.7194862,176602,GO-20191982659,2019-10-14T10:30:00.000Z,2019-10-14T10:30:00.000Z,Outside,1610,180,Robbery - Swarming,2019,October,14,287,Monday    ,10,2019,October,14,287,Monday    ,10,Robbery,D53,103,Lawrence Park South (103),-79.4012604,43.7194862,176114
-79.3991013,43.7151718,176274,GO-20191832683,2019-09-23T03:19:00.000Z,2019-09-23T13:38:00.000Z,House,2132,200,Theft From Motor Vehicle Over,2019,September,23,266,Monday    ,13,2019,September,23,266,Monday    ,3,Theft Over,D53,99,Mount Pleasant East (99),-79.3991013,43.7151718,176535
-79.3779221,43.7217369,176099,GO-20182137710,2018-11-17T05:00:00.000Z,2018-11-20T13:40:00.000Z,Other,1430,100,Assault,2018,November,20,324,Tuesday   ,13,2018,November,17,321,Saturday  ,5,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,176761
-79.3949432,43.7203979,167448,GO-2019437273,2019-03-09T18:00:00.000Z,2019-03-10T11:27:00.000Z,House,2120,220,B&E W'Intent,2019,March,10,69,Sunday    ,11,2019,March,9,68,Saturday  ,18,Break and Enter,D53,103,Lawrence Park South (103),-79.3949432,43.7203979,167053
-79.3703918,43.717701,167489,GO-2019441506,2019-02-15T10:00:00.000Z,2019-03-10T18:26:00.000Z,House,2130,210,Theft Over,2019,March,10,69,Sunday    ,18,2019,February,15,46,Friday    ,10,Theft Over,D53,56,Leaside-Bennington (56),-79.3703918,43.717701,167094
-79.4008484,43.718338,167586,GO-201984513,2019-01-12T00:00:00.000Z,2019-01-14T15:27:00.000Z,Apartment,1430,100,Assault,2019,January,14,14,Monday    ,15,2019,January,12,12,Saturday  ,0,Assault,D53,103,Lawrence Park South (103),-79.4008484,43.718338,167424
-79.3791962,43.7223091,167021,GO-2018210998,2018-02-02T21:50:00.000Z,2018-02-02T21:54:00.000Z,House,1430,100,Assault,2018,February,2,33,Friday    ,21,2018,February,2,33,Friday    ,21,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3791962,43.7223091,167706
-79.3649673,43.7177849,167870,GO-20181186540,2018-06-29T22:57:00.000Z,2018-06-30T00:04:00.000Z,House,2120,200,B&E,2018,June,30,181,Saturday  ,0,2018,June,29,180,Friday    ,22,Break and Enter,D53,56,Leaside-Bennington (56),-79.3649673,43.7177849,167828
-79.4031754,43.7239914,173253,GO-2018762221,2018-03-15T12:00:00.000Z,2018-04-28T20:20:00.000Z,Apartment,1420,100,Assault With Weapon,2018,April,28,118,Saturday  ,20,2018,March,15,74,Thursday  ,12,Assault,D53,103,Lawrence Park South (103),-79.4031754,43.7239914,173699
-79.4031754,43.7239914,173254,GO-2018762221,2018-03-15T12:00:00.000Z,2018-04-28T20:20:00.000Z,Apartment,1430,100,Assault,2018,April,28,118,Saturday  ,20,2018,March,15,74,Thursday  ,12,Assault,D53,103,Lawrence Park South (103),-79.4031754,43.7239914,173700
-79.3901138,43.7224503,178074,GO-20191090511,2019-04-25T12:00:00.000Z,2019-06-13T15:25:00.000Z,House,2130,210,Theft Over,2019,June,13,164,Thursday  ,15,2019,April,25,115,Thursday  ,12,Theft Over,D53,103,Lawrence Park South (103),-79.3901138,43.7224503,178303
-79.3936005,43.7169456,187516,GO-2019963357,2018-09-01T12:00:00.000Z,2019-05-27T11:06:00.000Z,House,2130,210,Theft Over,2019,May,27,147,Monday    ,11,2018,September,1,244,Saturday  ,12,Theft Over,D53,99,Mount Pleasant East (99),-79.3936005,43.7169456,187250
-79.403137200000018,43.7167854,187174,GO-2019436401,2019-03-09T18:30:00.000Z,2019-03-10T03:55:00.000Z,House,2120,200,B&E,2019,March,10,69,Sunday    ,3,2019,March,9,68,Saturday  ,18,Break and Enter,D53,103,Lawrence Park South (103),-79.4031372,43.7167854,187521
-79.3779221,43.7217369,187253,GO-2019625536,2019-04-07T12:00:00.000Z,2019-04-07T12:15:00.000Z,Other,1430,100,Assault,2019,April,7,97,Sunday    ,12,2019,April,7,97,Sunday    ,12,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,187953
-79.3751068,43.7142525,187279,GO-20182163152,2018-11-21T08:00:00.000Z,2018-11-24T10:44:00.000Z,House,2120,200,B&E,2018,November,24,328,Saturday  ,10,2018,November,21,325,Wednesday ,8,Break and Enter,D53,56,Leaside-Bennington (56),-79.3751068,43.7142525,187979
-79.4018097,43.7231064,184325,GO-20181651116,2018-08-15T09:00:00.000Z,2018-09-06T16:06:00.000Z,Apartment,1430,100,Assault,2018,September,6,249,Thursday  ,16,2018,August,15,227,Wednesday ,9,Assault,D53,103,Lawrence Park South (103),-79.4018097,43.7231064,184750
-79.3603592,43.715976699999985,184330,GO-20181723400,2018-09-17T11:00:00.000Z,2018-09-17T13:41:00.000Z,House,1430,100,Assault,2018,September,17,260,Monday    ,13,2018,September,17,260,Monday    ,11,Assault,D53,56,Leaside-Bennington (56),-79.3603592,43.7159767,184755
-79.3963776,43.723960899999987,186702,GO-2019737361,2019-04-24T13:24:00.000Z,2019-04-24T13:24:00.000Z,House,1430,100,Assault,2019,April,24,114,Wednesday ,13,2019,April,24,114,Wednesday ,13,Assault,D53,103,Lawrence Park South (103),-79.3963776,43.7239609,186128
-79.4013977,43.7209625,186754,GO-2019256921,2019-02-09T22:00:00.000Z,2019-02-09T22:00:00.000Z,Apartment,1430,100,Assault,2019,February,9,40,Saturday  ,22,2019,February,9,40,Saturday  ,22,Assault,D53,103,Lawrence Park South (103),-79.4013977,43.7209625,186195
